workload,run-time,cache-misses,instructions,branches,branch-misses,ref-cycles,cycles,faults,bus-cycles,cache-references,context-switches,cpu-clock,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,itlb_misses.stlb_hit,LLC-store-misses,LLC-stores,branch-load-misses,branch-loads,mem-stores,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,iTLB-load-misses,iTLB-loads,l2_rqsts.all_demand_miss,l2_rqsts.all_demand_references,l2_rqsts.code_rd_miss,l2_rqsts.demand_data_rd_miss,l2_trans.l2_wb,l2_rqsts.miss,l2_rqsts.references,cycle_activity.cycles_mem_any,cycle_activity.stalls_mem_any,cycle_activity.stalls_total,uops_executed.stall_cycles,uops_issued.stall_cycles,uops_retired.stall_cycles,dtlb_load_misses.stlb_hit,dtlb_store_misses.stlb_hit,inst_retired.any,br_misp_retired.all_branches,br_inst_retired.all_branches,br_inst_retired.near_taken,br_inst_retired.near_call,mem_inst_retired.all_loads,mem_inst_retired.all_stores,l1d.replacement,l2_lines_in.all,longest_lat_cache.miss,l1d_pend_miss.pending,l1d_pend_miss.pending_cycles,uops_executed.thread,uops_executed.core_cycles_ge_1,cpu_clk_unhalted.ref_tsc,msr/tsc/,IpMispredict,BpTkBranch,IpBranch,IpCall,IpTB,IpLoad,IpStore,L1D_Cache_Fill_BW,L2_Cache_Fill_BW,L3_Cache_Fill_BW,CPI,MLP,ILP,CPU_Utilization
500.perlbench_r,62,767453129,640752401145,117215548282,1257482906,183594860250,262036814747,49514,1468759383,4592648856,1685,61862,2065674405,175278213887,110981211649,2603393034,87116274,515254922,17949805,12044916,74269750,1296195015,121136485160,118018984147,41004132,180876844405,5437249,117840608559,4027008,19538168,1228405200,4341909125,655393079,499632947,468991755,2744552768,6799091418,244835645838,27883040979,44909224865,44911914890,57321063286,91821718865,2544795399,587780424,660971346952,1293161774,120923112224,58214550058,5543242184,180830330724,117810751545,2155255377,2745654387,667330966,37781076798,29073523434,779291184671,223045194421,183097281375,184871766053,511.13,2.08,5.47,119.24,11.35,3.66,5.61,2.22,2.83,0.69,0.4,1.3,6.99,0.99
500.perlbench_r,64,789414507,661787080822,121072298159,1297308584,189528513625,270520275384,49787,1516228628,4736607197,1697,63863,2135940903,181053150729,114499781136,2698155061,90319253,533941869,18593644,12297302,76483471,1339204900,125090395646,121887268719,42434122,186827420814,5625645,121729879368,4154678,20163269,1268469932,4485124688,677329674,516488443,485383526,2836330149,7023943732,252809922486,28798434729,46383410551,46386191975,59196413426,94824268274,2629292332,607399201,682572724346,1335708556,124868855728,60111588773,5723037266,186738617009,121671462048,2224962321,2835670636,688464540,38978553167,30001523961,804691499470,230302766316,189042352375,190876781441,511.02,2.08,5.47,119.27,11.36,3.66,5.61,2.22,2.83,0.69,0.4,1.3,6.99,0.99
500.perlbench_r,66,812709527,682703661283,124894008617,1338967225,195475142375,279022612667,49843,1563801701,4889770907,1711,65864,2202511746,186773811322,118160297366,2781370743,93124669,550112126,19124444,12586371,78573585,1381827606,129042972051,125773632875,43762272,192806621154,5806870,125651167801,4276825,20743791,1306440562,4620147830,697893149,532335351,500031892,2922811040,7236182531,260814668998,29695023554,47833555366,47836424068,61025277577,97775423416,2703827506,625219704,704353933694,1378505768,128839927988,62017875232,5902698529,192686261008,125573841005,2290527553,2922971270,709290965,40125031761,30891280710,830228102386,237579034874,194987361625,196882665283,510.95,2.08,5.47,119.33,11.36,3.66,5.61,2.22,2.83,0.69,0.4,1.3,6.99,0.99
500.perlbench_r,68,837805174,703633138555,128709138963,1380110147,201417801375,287518826633,49895,1611342962,5030011857,1725,67865,2264269392,192488713055,121802701244,2865789827,95969646,567271361,19704259,12843871,80904157,1424363244,132994360509,129633064297,45193716,198739308062,6002992,129525954659,4411512,21372714,1347035932,4751320038,718314983,547912771,514582597,3008113973,7442717336,268833634127,30670800763,49343270540,49346227830,62916909887,100761236719,2780562471,643334491,725853103431,1420742320,132770408555,63907672980,6081560906,198563859274,129411472514,2356237185,3008045984,732937334,41399909058,31865056367,855515795692,244777992564,200928486375,202887435469,510.9,2.08,5.47,119.35,11.36,3.66,5.61,2.21,2.83,0.69,0.4,1.3,6.99,0.99
500.perlbench_r,70,863942524,724575084860,132535145727,1421163175,207408913375,296073668051,49957,1659271838,5179610913,1741,69882,2329140823,198210783199,125463561433,2942913422,98947478,582910028,20227763,13104151,82977972,1466533432,136957827978,133530730688,46467841,204652454740,6174730,133408750410,4529542,21953012,1383953421,4889855501,739277747,563935745,529278228,3095671395,7659501888,276848601982,31545284597,50759267426,50762286468,64722215068,103689746915,2860502977,661863597,747257891947,1462214707,136672864160,65780999531,6257687529,204405534389,133244705375,2421998861,3091764798,752877692,42524297342,32736353509,881215048143,252084649577,206874077125,208893113623,511.05,2.08,5.47,119.41,11.36,3.66,5.61,2.21,2.82,0.69,0.4,1.3,6.99,0.99
500.perlbench_r,72,886167711,745685308688,136389261697,1462405228,213358379625,304580309135,49993,1706867570,5325986292,1759,71883,2394549493,203979350362,129128214471,3025354347,101763359,599639473,20797355,13380596,85216246,1509690335,140934899534,137422813575,47907947,210570278694,6370964,137286353047,4661497,22541600,1423414464,5032213193,761547368,581081347,546432991,3189098349,7883918135,284824013961,32548644066,52315459987,52318573226,66662318538,106740635956,2936992938,680585106,768820613336,1505241368,140608012851,67670139102,6436534055,210292982908,137098614060,2490402998,3182682754,774814647,43726480167,33665195560,906608744167,259334836765,212820938000,214897922655,510.76,2.08,5.47,119.45,11.36,3.66,5.61,2.21,2.83,0.69,0.4,1.3,6.99,0.99
500.perlbench_r,74,915218191,765905929426,140088318947,1503591367,219285045500,313022607205,50161,1754280925,5482509924,1774,73884,2461604531,209507718196,132801762112,3107217941,104557682,616055676,21342977,13631633,87606464,1552846288,144891571234,141276605776,49409109,216447621403,6575753,141111251188,4799119,23212993,1466257742,5166532618,782470215,597213736,561245949,3277336103,8096400131,292825871922,33523364617,53829656964,53832857841,68569998513,109753619250,3018277791,699464554,790365117209,1548141092,144548540616,69566973969,6616884273,216185554847,140944622577,2560869932,3274028663,796235040,44936604447,34602413072,931997291004,266593511489,218764865750,220901423367,510.53,2.08,5.47,119.45,11.36,3.66,5.61,2.21,2.83,0.69,0.4,1.3,6.99,0.99
500.perlbench_r,76,939634522,786807356624,143892755880,1544149662,225214491750,321447889350,50195,1801716500,5619490699,1791,75885,2520580428,215207292681,136380597171,3196518601,107564497,634366310,21957862,13876476,89721152,1595892848,148902744584,145228447663,50683863,222448839844,6749552,145055832305,4923725,23770896,1502815525,5297397346,802371173,612255532,576197270,3359862705,8301075935,300826572186,34380133827,55232466542,55235757587,70347924010,112657964997,3091339643,716447956,811999772162,1590110044,148491618078,71458636091,6794724258,222089691209,144818055780,2623172326,3354633203,815073832,45994119016,35423639099,957928781391,273941671818,224713368625,226907083888,510.66,2.08,5.47,119.5,11.36,3.66,5.61,2.21,2.82,0.69,0.4,1.3,6.99,0.99
500.perlbench_r,78,963682570,807663900805,147707387561,1585169695,231153471375,329938038595,50253,1849228341,5773695801,1805,77886,2588719441,220910480571,140057614653,3270677623,110518052,649672787,22467059,14106792,91925838,1639125093,152889110120,149137664852,52090556,228419571888,6937122,148973014423,5054369,24326022,1540983825,5433587536,823297764,628237350,591356825,3447225913,8514998328,308833178570,35279890239,56684091433,56687468571,72187192344,115620978863,3171130756,735185057,833690650151,1632931095,152447032132,73357308432,6973774075,228010999832,148700499570,2691856213,3445080530,837922095,47222550865,36373633328,983158184815,281153964561,230650701250,232907115480,510.55,2.08,5.47,119.55,11.36,3.66,5.61,2.21,2.82,0.69,0.4,1.3,6.99,0.99
500.perlbench_r,80,985924616,828772543563,151555088741,1626976417,237094449750,338432260917,50292,1896756185,5914633428,1822,79887,2650971870,226673175669,143732378520,3356605825,113234238,666639867,23043716,14404808,94390211,1682146210,156756693447,152891661933,53561972,234243842156,7141026,152755420205,5195674,25017528,1584738060,5573401804,845170650,644837264,608043459,3538475589,8735413478,316811780453,36318768985,58293699742,58297165979,74201865608,118756390602,3257513884,755355120,854583676050,1676063897,156276639909,75202892354,7150222722,233733666717,152421975501,2764998382,3541666651,861165556,48520147151,37376940215,1008254707238,288364389170,236604734500,238912611348,509.88,2.08,5.47,119.52,11.36,3.66,5.61,2.21,2.83,0.69,0.4,1.3,6.99,0.99
500.perlbench_r,82,1012468774,849390821761,155325233967,1668445862,243033059625,346922084835,50353,1944265072,6066519419,1838,81888,2716930021,232312022733,147403861381,3436670581,116010459,682864023,23573293,14642266,96599714,1725376678,160738847305,156798401156,54953926,240179698064,7331606,156652519639,5322589,25581586,1622538756,5706149752,866193310,660991195,624621435,3626799993,8945322134,324782291388,37178828656,59696315470,59699853909,75985117853,121663125145,3331167969,772716593,876335711029,1718724657,160241754823,77104610764,7328599396,239663197034,156313444400,2827499761,3623763265,880826037,49605774549,38218010647,1034103899591,295694734011,242548877000,244917437275,509.88,2.08,5.47,119.58,11.37,3.66,5.61,2.2,2.82,0.69,0.4,1.3,6.99,0.99
500.perlbench_r,84,1035666782,870371094435,159153377491,1710697300,248977535375,355421418301,50391,1991820899,6215081453,1852,83889,2779804528,238033450063,151039284300,3520428706,118906339,699658442,24137912,14899584,98895214,1767799181,164723920523,160694706582,56358883,246112007235,7531542,160529707243,5456779,26211985,1663010135,5843312033,887422258,677368100,639816501,3716275206,9161726646,332788856564,38153526818,61217102829,61220731470,77901158397,124687809189,3412324205,791647356,897780907376,1760860066,164158842118,78987150257,7506807870,245520635536,160144829194,2899316842,3717403017,906772381,51006674658,39286588180,1058905502345,302805523257,248497298125,250923097603,509.85,2.08,5.47,119.6,11.37,3.66,5.61,2.21,2.83,0.69,0.4,1.3,6.99,0.99
500.perlbench_r,86,1059098850,891363866767,162986464767,1752103611,254916351125,363912417459,50429,2039331410,6363689171,1864,85890,2843457062,243766464409,154609067388,3602894168,122179835,716472560,24706187,15186501,101404785,1810336123,168652539062,164499420005,57868367,251900175368,7732557,164285458692,5592119,26899770,1706518987,6001212051,911046449,695564891,655924955,3815464027,9408717284,340788971086,39083954040,62702106946,62705820610,79799796964,127709401508,3503253991,812658934,918783642814,1802256983,168015144790,80847882109,7685240126,251282765865,163879959217,2975656070,3814598932,928364283,52284962811,40276648055,1084109795077,310047942112,254449120000,256927616273,509.8,2.08,5.47,119.55,11.36,3.66,5.61,2.21,2.83,0.69,0.4,1.3,6.99,0.99
500.perlbench_r,88,1081504469,912293586542,166822148990,1792770829,260859564125,372409887209,50538,2086877122,6525463283,1876,87891,2916183810,249499583968,158228660248,3682035132,125369545,732583848,25255088,15524344,103361731,1851399027,172700671036,168489726820,58944557,258044758508,7887819,168317489914,5694787,27384101,1738814615,6117802515,928912782,709384345,668979639,3891440179,9593473563,348822653525,39972994098,64108977802,64112766980,81586466496,130590650739,3573615903,828593342,941103389568,1843832902,172078944819,82796776342,7867148394,257380598723,167884811447,3037176183,3890459751,946715203,53329979925,41078771396,1110219043136,317436777219,260407240125,262933337154,510.41,2.08,5.47,119.62,11.37,3.66,5.61,2.21,2.83,0.69,0.4,1.3,6.99,0.99
500.perlbench_r,90,1105007562,933201249494,170646470162,1834064038,266801743000,380905987956,50585,2134414601,6679720155,1886,89891,2983992600,255216277882,161865942723,3770638702,128219103,750288106,25857462,15813522,105601113,1893076726,176700197747,172395158566,60362022,263943136677,8082743,172164564821,5821177,27989149,1777553735,6251138000,948678623,724727437,683888843,3975741780,9803871313,356827150082,40853519879,65529282801,65533157989,83395656293,133498843215,3649318491,846959946,962895372336,1885834401,176060655903,84713165643,8048870271,263345379398,171781878169,3100444643,3975348310,967506238,54458442756,41951021914,1135958375916,324745521093,266353739125,268938159962,510.59,2.08,5.47,119.63,11.37,3.66,5.61,2.2,2.82,0.69,0.4,1.3,7,0.99
500.perlbench_r,92,1123605668,955060220994,174625503137,1873868948,272744864500,389403291038,51081,2181959542,6798660079,1901,91890,3039518980,261198236806,165457837309,3862932785,131157086,768874864,26491169,16089793,107771722,1935892182,180600066740,176210338294,61814126,269802286103,8298061,175986056619,5962631,28617734,1819670544,6396281913,971821041,742529186,700460090,4072459552,10033182503,364807074918,41841315559,67069216068,67073181878,85328950437,136542185642,3730936670,866180961,984042698675,1927512647,179927848246,86576923203,8227133410,269127596347,175537518367,3168744091,4066510882,993354928,55821513900,42992060345,1160829205192,331866152907,272293882000,274944087763,510.52,2.08,5.47,119.61,11.37,3.66,5.61,2.2,2.82,0.69,0.4,1.3,7,0.99
500.perlbench_r,94,1149180840,975869468780,178427782900,1915135271,278688540750,397901477564,51118,2229508965,6959256849,1912,93891,3106945984,266884151418,169260046119,3934400068,133514902,783047251,26944974,16379087,109931328,1978497849,184522920486,180059243961,63151702,275712612763,8482477,179866394014,6081877,29191102,1857026294,6523014711,991211783,757368428,714219255,4153733121,10232364803,372808363442,42712912620,68490222302,68494272866,87133671768,139471848184,3806117248,883810386,1005819088747,1970451436,183893244509,88479138191,8406267109,275067769836,179442180469,3232893069,4149383487,1016021341,57044380304,43927324745,1186244856311,339095335973,278246011500,280948835344,510.45,2.08,5.47,119.65,11.37,3.66,5.61,2.2,2.82,0.69,0.4,1.3,7,0.99
500.perlbench_r,96,1171578467,996895163090,182269083663,1956588833,284628135125,406393746714,51153,2277025766,7109046820,1923,95892,3172725224,272632063500,172946963490,4012834084,136330311,799419387,27482746,16663676,112245781,2021202546,188484005399,183922763519,64580825,281558388902,8683979,183680463710,6214572,29804148,1896628598,6665626725,1012563083,774035826,729601351,4244523410,10456753531,380806860635,43695574122,70028022216,70032158479,89071799130,142524356225,3889204275,903269001,1027356906421,2012609633,187834217204,90375768274,8586858301,280966244681,183287737550,3305739046,4243565404,1038440822,58296885118,44898427255,1211511447020,346337515629,284195712500,286954509731,510.46,2.08,5.47,119.64,11.37,3.66,5.61,2.2,2.83,0.69,0.4,1.3,7,0.99
500.perlbench_r,98,1194921714,1017903867835,186100966775,1998118143,290567593375,414884791989,51183,2324541431,7252772961,1938,97893,3235339873,278371109113,176557507551,4097666816,139345010,816724089,28065532,16922409,114586823,2064760071,192413898612,187743984809,66132076,287404508656,8901948,187476838467,6361860,30458831,1939602219,6808389791,1035036851,791216452,745714475,4338373736,10681971722,388794753206,44600842994,71486089515,71490310612,90929750229,145501640342,3973782526,922892886,1048706165856,2055623451,191740146204,92255960151,8765939123,286809902889,187096780157,3377112243,4336577886,1063402719,59656306745,45938580740,1236400112644,353481377214,290138104750,292959174266,510.16,2.08,5.47,119.63,11.37,3.66,5.61,2.2,2.83,0.69,0.4,1.3,7,0.99
500.perlbench_r,100,1224401859,1038014178432,189790406041,2039074600,296487138875,423334676718,51241,2371897822,7414833350,1956,99894,3305753000,283886021491,180227430406,4175756059,142248660,832531155,28585729,17196898,116844586,2107263830,196408614330,191623433614,67471266,293295817938,9097536,191300041430,6498563,31127546,1981847431,6954710477,1058124030,808730800,762016788,4434209910,10912816083,396764982880,45530017880,72944089644,72948404046,92777670425,148425753041,4048413992,939948261,1069926360741,2098145993,195637557573,94134533928,8944308730,292619218087,190859210631,3445500332,4425201195,1083878799,60824597365,46841936989,1261916958414,360767162845,296087446500,298964808703,509.94,2.08,5.47,119.62,11.37,3.66,5.61,2.2,2.83,0.69,0.4,1.3,7,0.99
500.perlbench_r,102,1250913480,1058770033770,193591095234,2079263888,302423801500,431821304267,51345,2419391114,7561915987,1977,101895,3370703404,289560135408,183818006360,4260042774,145482948,849404027,29152512,17474827,118862838,2148552102,200501670836,195608631478,68630197,299271195889,9265726,195210598970,6609218,31666715,2016410667,7077236070,1076456429,822805960,775381718,4511524689,11105880519,404784928616,46417359300,74375250143,74379657600,94599786583,151367023783,4126329208,957783321,1092205965559,2138843994,199700673292,96080587564,9121691051,298669115139,194823359775,3510386910,4507082545,1102840582,61906209309,47681657772,1287787913344,368110062253,302035093875,304969603390,510.65,2.08,5.47,119.74,11.37,3.66,5.61,2.2,2.82,0.69,0.4,1.3,7,0.99
500.perlbench_r,104,1273449214,1080002752931,197480717539,2119379686,308357323625,440302700792,51547,2466859350,7706198295,1995,103896,3433793675,295338390069,187405638600,4347117943,148540368,867167822,29755241,17788707,121405685,2190991828,204432379044,199414365721,70066001,305157944819,9460941,199026428723,6738955,32370088,2059896445,7232860140,1099376070,840534887,792399608,4608220993,11349507088,412757057985,47343799163,75855756044,75860248454,96500430640,154391854759,4218862170,978448865,1113416368810,2180785946,203595486929,97961321585,9302260905,304494017465,198593168267,3589460801,4603452902,1126723213,63322114003,48764869803,1312581154352,375253502683,307985952000,310975315851,510.56,2.08,5.47,119.69,11.37,3.66,5.61,2.21,2.83,0.69,0.4,1.3,7,0.99
500.perlbench_r,106,1298730311,1100717293600,201260905405,2160126346,314283715875,448762430110,51581,2514270507,7851230248,2008,105896,3498247461,301002159886,190998370451,4436992846,151528793,885148367,30390022,18065296,123662046,2233507018,208385852152,203276867865,71421510,311100493637,9648352,202909558725,6863277,32992777,2099264117,7376665850,1120489780,856574001,806857557,4696183826,11573253831,420774857753,48191924286,77240544605,77245124733,98274827788,157283842709,4297088254,995942162,1135155297787,2222798424,207567661556,99871249472,9482895042,310441261574,202480069876,3657840413,4688695434,1146056996,64451560383,49641572442,1338248127643,382563946184,313930013375,316980146338,510.69,2.08,5.47,119.71,11.37,3.66,5.61,2.21,2.83,0.69,0.4,1.3,7,0.99
500.perlbench_r,108,1321749341,1121348057192,205052190416,2200746040,320218264375,457246131580,51631,2561746881,8017380200,2023,107897,3576047516,306670653808,194786931678,4507498506,154025597,899271109,30868312,18402004,125881433,2274989600,212325275165,207125424149,72677110,316992888035,9828655,206749688516,6983217,33624694,2138801754,7519004019,1141804068,872924204,822774382,4785377979,11796235973,428754356170,49148375476,78736930601,78741597340,100166913877,160280610441,4379760023,1015081175,1156356428701,2264271628,211441983147,101734581480,9660100403,316247288736,206271196423,3727299120,4775228771,1165919971,65610108420,50538731057,1363856719222,389866246755,319876007500,322985904008,510.7,2.08,5.47,119.7,11.37,3.66,5.61,2.21,2.83,0.69,0.4,1.3,7,0.99
500.perlbench_r,110,1343149368,1142589276304,208922171547,2241730561,326156882375,465736120678,51676,2609255826,8154918119,2036,109897,3638632696,312469184148,198364075338,4601751871,156898440,918127577,31519858,18708002,128220780,2317245575,216236952207,210934577984,74013896,322894725870,10021252,210593605101,7118255,34318945,2181251141,7668765031,1163849842,889753564,837638499,4877398605,12029713594,436760735719,50078754111,80220939347,80225695988,102065443116,163302404040,4469547198,1035208647,1177712638344,2306235868,215361233350,103624537922,9840709630,322104417114,210073391774,3804976572,4871141456,1189629293,67020399284,51616543110,1388684003376,397011676220,325820869750,328990199601,510.66,2.08,5.47,119.68,11.37,3.66,5.61,2.21,2.83,0.69,0.4,1.3,7,0.99
500.perlbench_r,112,1365253230,1163580002222,212762794006,2282273906,332097520625,474218726876,51709,2656780981,8304217091,2054,111898,3706809031,318222196868,202002973308,4685427061,159810850,934466356,32093790,18959045,130365278,2360115574,220230661442,214854387559,75340405,328784132753,10204739,214449535369,7238273,34932865,2219929163,7807444381,1184935128,905910896,852405960,4965694695,12247365191,444755602928,50928844983,81614809657,81619656638,103832410424,166191587601,4539085665,1051999502,1199043573761,2347951839,219255942366,105496244938,10017836066,327935810935,213888534503,3867351465,4954602675,1210058559,68125127501,52472618630,1414391994938,404310814384,331767286750,334995750414,510.68,2.08,5.47,119.69,11.37,3.66,5.61,2.21,2.83,0.69,0.4,1.3,7,0.99
500.perlbench_r,114,1393550220,1183614454963,216440529353,2322666869,338029366625,482658525162,51773,2704235760,8467120442,2069,113899,3779224232,323716876764,205625650382,4775845670,162593818,952386224,32693044,19218167,132484612,2403232022,224234053722,218786159706,76659162,334774671013,10388045,218385333972,7356872,35472586,2256022083,7926251883,1203252107,920073660,866083987,5043181799,12434989351,452760857311,51816464387,83055507648,83060434204,105657013639,169145083849,4613512109,1069852461,1220773639395,2389845982,223206454249,107388992189,10194184795,333851576510,217787118421,3931479286,5039912301,1234033324,69386345101,53436216526,1439568049061,411480391820,337711835375,341000401801,510.82,2.08,5.47,119.75,11.37,3.66,5.61,2.2,2.83,0.69,0.4,1.3,7,0.99
500.perlbench_r,116,1416091618,1204652368978,220274658426,2363787680,343960233250,491125506337,51808,2751682743,8607577995,2088,115900,3840871375,329458884670,209277378751,4860893555,165467980,968886070,33293236,19505824,134784875,2445046593,228249808263,222710213029,77941043,340717008942,10583793,222259800765,7485606,36143212,2296857722,8073755305,1225760829,937345474,881851837,5137772603,12667103277,460753931029,52676226151,84453255068,84458269339,107447462351,172047338315,4692154966,1088268274,1242221978106,2431802484,227135972692,109281008362,10373803895,339718418353,221605386605,3997992362,5123777996,1253480704,70499147091,54298099285,1465358371659,418811519304,343660110625,347005979893,510.82,2.08,5.47,119.75,11.37,3.66,5.61,2.2,2.82,0.69,0.4,1.3,7,0.99
500.perlbench_r,118,1439624332,1225626126760,224097738312,2405027819,349891522375,499591272046,51857,2799133030,8744375565,2109,117901,3900573392,335180617198,212902862438,4951972315,168247594,986699522,33930094,20863954,137803567,2475155563,231297801698,225595833836,79145970,345729653282,10836045,225479046130,7711772,36621554,2329057484,8185245933,1243307361,951001729,897683884,5214885397,12846817576,468068699256,53624070936,85901850471,85906957516,109399920888,175045586263,4806552193,1115137413,1262828972015,2471515227,230926257784,111096626088,10548026744,345325582295,225262067859,4080954973,5200848409,1273951767,72051244180,55296575878,1484540297643,424530169884,348686895250,352075965192,510.95,2.08,5.47,119.72,11.37,3.66,5.61,2.21,2.82,0.69,0.4,1.3,6.99,0.99
