workload,cycles,cache-misses,instructions,stalled-cycles-backend,branch-misses,context-switches,iTLB-load-misses,IpNReturn,IpMispredict,BpTkBranch
557.xz_r,532782696270,3014653975,351150797034,360025410724,3011102935,13106,1582,515.38,116.7,1.6
557.xz_r,540858804829,3061556134,355997570789,365627919962,3053793686,13303,1603,515.15,116.64,1.6
557.xz_r,548935249465,3108244094,360843713496,371213865935,3096886004,13500,1621,515.02,116.61,1.6
557.xz_r,557010745041,3155775557,365523087246,376927995180,3137420679,13696,1664,514.8,116.61,1.6
557.xz_r,565087105212,3202936284,370304691872,382533344780,3180233640,13893,1665,514.46,116.53,1.6
557.xz_r,573163006394,3250121684,375135435500,388183030483,3221695424,14091,1687,514.21,116.53,1.6
557.xz_r,581239026430,3297390638,379949564981,393832864837,3263237297,14286,1687,514.28,116.51,1.6
557.xz_r,589315837385,3313934384,390598796742,396960445205,3368955538,14482,1759,529.23,115.79,1.6
557.xz_r,597375904701,3317002116,403917239500,399047060430,3501541238,14674,1809,542.9,116.52,1.6
557.xz_r,605342155834,3330227311,421768813076,403517251918,3537476852,14879,2965,534.03,119.59,1.6
557.xz_r,613392334071,3366987141,439703321766,406625063604,3609645609,15073,2986,548.34,123.14,1.61
557.xz_r,621469336024,3406485637,456612051582,410997753415,3650266902,15270,2988,560.38,125.86,1.61
557.xz_r,629546086672,3442397230,475200763378,414484720211,3711550440,15464,3007,575.09,129.28,1.62
557.xz_r,637622972749,3481294497,492260793823,418859956484,3752283770,15659,3008,586.87,131.89,1.63
557.xz_r,645699163101,3516966089,510847345484,422349386964,3813761756,15855,3008,600.7,135.11,1.63
557.xz_r,653776014316,3555735581,527945486945,426720245641,3854510949,16048,3008,611.83,137.59,1.64
557.xz_r,661825350649,3591530564,546450570956,430212538926,3916063535,16248,3061,624.77,140.58,1.65
557.xz_r,669896719821,3629635505,563385002252,434635589823,3955868017,16446,3127,635.52,143.02,1.65
557.xz_r,677972644812,3665842210,581802297055,438137552023,4017550866,16643,3130,647.69,145.8,1.66
557.xz_r,686049334400,3703961843,599020605992,442502033455,4058112475,16845,3130,657.93,148.15,1.66
557.xz_r,694125024091,3740380724,617358333689,446015517175,4119848507,17037,3130,669.4,150.75,1.66
557.xz_r,702188090648,3778392097,634704495583,450357922400,4160419611,17236,3130,679.34,153.06,1.67
557.xz_r,710263674784,3815065266,652887960520,453886230064,4222193665,17435,3164,689.99,155.44,1.67
557.xz_r,718307994736,3852418529,670170481530,458154480168,4261596024,17634,3286,699.59,157.72,1.67
557.xz_r,726383446420,3889432587,688279077145,461683988011,4323754558,17830,3288,709.62,159.91,1.68
557.xz_r,734460496074,3926955424,705833640139,466013425777,4363919172,18026,3291,718.94,162.16,1.68
557.xz_r,742535463826,3964236914,723899207694,469539097640,4426237105,18223,3291,728.31,164.17,1.68
557.xz_r,750577757556,4001301010,741508273361,473863611524,4466318525,18422,3309,736.7,166.27,1.69
557.xz_r,758653645452,4038787378,759514324918,477398215526,4528539477,18624,3384,746.08,168.22,1.69
557.xz_r,766731015553,4075930398,777128667564,481719780751,4568694586,18820,3384,753.99,170.26,1.69
557.xz_r,774806909534,4113579603,795111739713,485256318112,4630904564,19015,3387,763.19,172.11,1.69
557.xz_r,782884180386,4150496103,812815726378,489575628110,4670942975,19212,3408,770.94,174.16,1.69
557.xz_r,790959737258,4188263361,830759409771,493113461236,4733500829,19411,3409,779.6,175.86,1.7
557.xz_r,799037197932,4224926200,848493425945,497434033111,4773298311,19605,3410,787.24,177.91,1.7
557.xz_r,807113034718,4262829594,866357819524,500976891522,4835866729,19803,3410,795.37,179.46,1.7
557.xz_r,815190604703,4299537533,884118634791,505274936626,4876172036,20001,3411,802.61,181.46,1.7
557.xz_r,823265996171,4337449197,901946449132,508838991358,4938297491,20201,3411,810.39,182.89,1.7
557.xz_r,831343160116,4374168763,919684369119,513125693013,4978970247,20399,3411,817.53,184.89,1.7
557.xz_r,839418783596,4412212663,937436425094,516716730364,5040690538,20596,3412,824.9,186.21,1.71
557.xz_r,847496086732,4448638767,955346312419,520991609021,5081196582,20790,3431,831.87,188.19,1.71
557.xz_r,855571361384,4486858612,973054483327,524578246013,5143192806,20988,3450,838.96,189.43,1.71
557.xz_r,863649813377,4523235573,991024145340,528845405025,5183657712,21184,3450,845.54,191.34,1.71
557.xz_r,871725268134,4561576944,1008659947088,532441773544,5245535452,21378,3452,852.38,192.49,1.71
557.xz_r,879802729254,4597710656,1026591327840,536726399991,5285723647,21574,3452,858.76,194.38,1.71
557.xz_r,887878640132,4635765514,1044168287830,540334892299,5347520214,21774,3452,865.24,195.44,1.72
557.xz_r,895956447270,4672337358,1062256825688,544581477260,5388235443,21974,3470,871.33,197.25,1.72
557.xz_r,904031685127,4710237204,1079807509173,548179946147,5450273005,22172,3471,877.54,198.25,1.72
557.xz_r,912109748955,4746999430,1097894933801,552432857758,5490742009,22372,3471,883.8,200.05,1.72
557.xz_r,920185140941,4784776573,1115407917495,556025623681,5552975230,22573,3471,889.46,200.98,1.72
557.xz_r,928263033388,4821455219,1133580976420,560276629589,5593257390,22772,3471,895.85,202.76,1.72
557.xz_r,936337786821,4859122457,1151020542741,563869433412,5655762961,22968,3490,900.84,203.59,1.72
557.xz_r,944416466651,4896048831,1169259554841,568118657509,5695875475,23156,3494,907.15,205.37,1.72
557.xz_r,952491196285,4933819929,1186652491699,571711102867,5758553659,23352,3495,911.81,206.1,1.72
557.xz_r,960569640046,4970677207,1204928782189,575981490974,5798109995,23545,3514,917.99,207.86,1.72
557.xz_r,968644202471,5008419526,1222278780728,579556279986,5861277132,23746,3515,922.45,208.54,1.73
557.xz_r,976722523029,5045196856,1240636005640,583823079448,5900606464,23940,3515,928.41,210.24,1.73
557.xz_r,984797449684,5083002259,1257935632963,587389632224,5964112259,24137,3515,932.7,210.89,1.73
557.xz_r,992872059426,5119717305,1276297523172,591664910201,6003186414,24334,3515,938.4,212.54,1.73
557.xz_r,1000947292660,5157511765,1293592541694,595222529972,6066883613,24532,3516,942.58,213.16,1.73
557.xz_r,1009025009057,5194218551,1311844355393,599526942448,6105594301,24732,3516,948.11,214.77,1.73
557.xz_r,1017099564821,5232054960,1329215301937,603073836695,6169483762,24928,3534,952.19,215.4,1.73
557.xz_r,1025177525992,5268714053,1347479079289,607383102240,6208150079,25119,3535,957.45,216.92,1.73
557.xz_r,1033252433267,5306571915,1364841139279,610923988593,6272230996,25316,3535,961.45,217.56,1.73
557.xz_r,1041330516538,5343257365,1383098544625,615242195649,6310608073,25510,3539,966.69,219.04,1.73
557.xz_r,1049405215917,5381041290,1400454660664,618778650343,6374860575,25710,3540,970.53,219.66,1.73
557.xz_r,1057482975544,5417687128,1418672936295,623117317726,6412853599,25909,3540,975.62,221.09,1.73
557.xz_r,1065557883107,5455442272,1436071515586,626639505885,6477324630,26106,3541,979.28,221.7,1.73
557.xz_r,1073635848070,5492202033,1454344519166,630960738506,6515610188,26303,3541,984.16,223.05,1.73
557.xz_r,1081711086153,5498200703,1472309406660,633995615583,6610700275,26497,3609,989.41,222.88,1.73
557.xz_r,1089708851073,5509321037,1490534338398,638592075380,6642497468,26697,4670,971.03,223.81,1.73
557.xz_r,1097695613520,5546310382,1504429302701,642246179707,6712594830,26899,4776,968.12,224.32,1.73
557.xz_r,1105752635901,5595889558,1516223098378,645757916186,6787921921,27100,4928,965.76,223.64,1.73
557.xz_r,1113802733685,5642331945,1528556616535,648988623376,6868916264,27299,5143,958.9,222.47,1.73
557.xz_r,1121822369304,5684077030,1546415749386,652297595349,6928465988,27498,5224,953.67,223.07,1.73
557.xz_r,1129896014100,5734286017,1557344186977,656061783481,7002683115,27693,5225,948.86,222.7,1.73
557.xz_r,1137954142812,5784661917,1565520294757,659905562246,7085133296,27890,5225,944.55,221.27,1.73
557.xz_r,1145988515080,5825481026,1577429602720,663254972344,7168409917,28085,5225,939.86,220.22,1.73
557.xz_r,1154064163707,5875815806,1585403213796,667318134558,7245712676,28284,5227,935.71,219.11,1.73
557.xz_r,1162132049441,5926913500,1592039754218,671553900001,7321230162,28484,5341,932.59,217.7,1.73
557.xz_r,1170180096644,5977436772,1600122007058,675561023402,7398351457,28686,5367,929.06,216.52,1.73
557.xz_r,1178256047883,6023382822,1609444778722,679656212399,7472070545,28886,5406,925.42,215.59,1.73
557.xz_r,1186332230374,6068420741,1621671673039,683280079558,7547217494,29083,5408,924.17,215.01,1.73
557.xz_r,1194382546976,6116617641,1631965357640,687045385265,7625314459,29279,5408,922.21,214.24,1.73
557.xz_r,1202428771513,6156975890,1647135006602,690320455791,7698890742,29477,5408,917.76,214.02,1.73
557.xz_r,1210504600181,6203892943,1663773659161,693814276343,7757645493,29676,5412,913.62,214.56,1.72
557.xz_r,1218578566684,6254379647,1672316254984,697616009036,7839588484,29877,5412,909.94,213.57,1.72
557.xz_r,1226653149521,6305026816,1680547866207,701464460882,7921642184,30073,5433,906.61,212.37,1.72
557.xz_r,1234691725188,6345594875,1692759732254,704789594092,8004271607,30269,5435,902.38,211.71,1.72
557.xz_r,1242745773815,6396807103,1699912503121,708937352651,8081496426,30468,5435,899.58,210.58,1.72
557.xz_r,1250817185155,6448188247,1707069103199,713089550617,8158503203,30669,5435,897.02,209.47,1.72
557.xz_r,1258896856572,6498567052,1715824069022,717049448156,8236780118,30869,5435,894.27,208.5,1.72
557.xz_r,1266972245860,6542380487,1726187822327,721018718516,8309491684,31071,5436,891.59,207.87,1.72
557.xz_r,1275048284985,6588574710,1738145460019,724734768287,8382824426,31271,5436,891.01,207.46,1.72
557.xz_r,1283123088763,6637331467,1747402080468,728538260372,8462497255,31472,5436,888.41,206.65,1.72
557.xz_r,1291175591666,6676066551,1765606872127,731656147779,8528139867,31667,5436,884.81,207.06,1.72
557.xz_r,1299191756661,6723770897,1779636965589,735218643117,8595104727,31864,5436,881.73,207.27,1.72
557.xz_r,1307270927827,6774416353,1787901318987,739031135590,8677591057,32064,5436,878.71,206.25,1.72
557.xz_r,1315346365989,6820640488,1797926531768,742621548421,8760273586,32267,5436,875.79,205.32,1.72
557.xz_r,1323421978016,6865354389,1808353950283,746247528721,8841236812,32461,5437,872.35,204.73,1.72
557.xz_r,1331498882627,6917183052,1814856801234,750489666735,8917464813,32659,5457,870.26,203.71,1.72
557.xz_r,1339548427664,6967896649,1822874292267,754540427352,8994721719,32853,5458,867.99,202.84,1.72
557.xz_r,1347584711560,7015645286,1831622005998,758702377696,9068436846,33053,5479,865.97,202.05,1.72
557.xz_r,1355620710306,7060244409,1843243987907,762351589119,9144748704,33249,5481,864.24,201.68,1.72
557.xz_r,1363696296461,7107366763,1854321577771,766121301115,9219778535,33444,5481,863.81,201.31,1.72
557.xz_r,1371772450406,7150830246,1866972678184,769551415666,9297810151,33642,5481,860.47,200.72,1.72
557.xz_r,1379849925792,7192946222,1884680862545,772855013098,9358433765,33840,5484,858.01,201.35,1.72
557.xz_r,1387925338339,7243495352,1895211674867,776584897051,9434951621,34037,5484,855.41,201.04,1.72
557.xz_r,1395973862361,7294001919,1903329772200,780400423948,9517570055,34236,5484,852.96,200.18,1.72
557.xz_r,1404049124301,7334692367,1915385257642,783742784855,9600342094,34434,5484,850.14,199.6,1.72
557.xz_r,1412122888243,7385685343,1923156301536,787803185443,9678118977,34635,5484,847.85,198.9,1.71
557.xz_r,1420177718230,7437333747,1929925300681,792003124144,9754698716,34829,5484,846.05,198.02,1.71
557.xz_r,1428232947571,7488093586,1938126977526,796021319657,9832138827,35029,5484,844.01,197.3,1.71
557.xz_r,1436280801175,7533343283,1947809648672,800053744503,9906476075,35227,5484,841.83,196.75,1.71
557.xz_r,1444318870174,7578693493,1959984041987,803690753174,9981111656,35424,5484,841.55,196.48,1.71
557.xz_r,1452392884824,7627067822,1970022340844,807452418674,10059966710,35618,5485,840.44,196.01,1.71
557.xz_r,1460469748660,7666632307,1985926614005,810729022092,10130623119,35814,5485,837.87,196,1.71
557.xz_r,1468545190579,7714200735,2002106044484,814207741872,10190921878,36008,5485,835.64,196.56,1.71
557.xz_r,1476594021441,7764713107,2010538615834,818006402079,10273225894,36211,5485,833.42,195.91,1.71
557.xz_r,1484669949816,7815108108,2018753276488,821872464575,10354717388,36410,5485,831.41,195.14,1.71
557.xz_r,1492745626084,7855858537,2030908808245,825214414705,10436934284,36612,5485,828.83,194.76,1.71
557.xz_r,1500824499209,7907042164,2037952073847,829362551369,10514559189,36810,5485,827.11,194.02,1.71
557.xz_r,1508899002157,7951666753,2045627122409,833138845512,10598440697,37013,5575,825.13,193.29,1.71
557.xz_r,1516978214171,7962041196,2058084799883,835359983143,10712607005,37208,5587,824.47,191.91,1.71
557.xz_r,1524962225058,7969273838,2072498575274,838280788764,10807055849,37405,6577,819.98,192.07,1.71
557.xz_r,1533026805866,7973116604,2085487528383,840500268503,10935778143,37590,6596,823.69,191.01,1.71
557.xz_r,1541107251735,7979991525,2099765545051,843639894201,11032044742,37781,6652,825.57,190.03,1.71
557.xz_r,1549164865915,8014320876,2112459446179,848460995785,11078591612,37974,6725,824.05,190.86,1.71
557.xz_r,1557199726122,8062146707,2118038419743,853652395620,11127824047,38174,6786,822.12,190.5,1.71
557.xz_r,1565266822501,8110085381,2122979354361,859123409214,11173113674,38375,6786,820.54,190.18,1.71
557.xz_r,1573343545396,8157016714,2127771342712,864737820837,11215585215,38578,6810,819.27,189.88,1.71
557.xz_r,1581374098605,8205048181,2132503718700,870468671581,11255510772,38778,6810,818.18,189.62,1.71
557.xz_r,1589449651047,8252796778,2137296978494,876182118008,11295773386,38980,6810,817.1,189.37,1.7
557.xz_r,1597504752078,8299785541,2142120350621,881773631654,11338832291,39177,6853,815.89,189.09,1.7
557.xz_r,1605560269044,8346727591,2146957035417,887355310946,11382172367,39371,6853,814.66,188.8,1.7
557.xz_r,1613637067289,8393672424,2151790683063,892951692267,11425071912,39565,6855,813.44,188.51,1.7
557.xz_r,1621713346180,8440330038,2156710792649,898498348104,11468960978,39767,6856,812.23,188.22,1.7
557.xz_r,1629790024022,8487163977,2161586269849,904061527858,11512592441,39968,6856,811.04,187.93,1.7
557.xz_r,1637851012305,8534054882,2166524369231,909589832491,11556816941,40166,6856,809.84,187.64,1.7
557.xz_r,1645927135676,8581005433,2171406654818,915126510485,11600913687,40366,6856,808.67,187.35,1.7
557.xz_r,1654003056534,8627681214,2176292757337,920657813980,11645265226,40568,6856,807.47,187.06,1.7
557.xz_r,1662064555974,8674636897,2181243527501,926226712164,11688503499,40763,6857,806.36,186.78,1.7
557.xz_r,1670136244286,8721492738,2186075027240,931756733944,11733107705,40961,6857,805.2,186.5,1.7
557.xz_r,1678213564609,8767958082,2190936402465,937257859017,11778246670,41160,6857,804.01,186.2,1.7
557.xz_r,1686291018714,8814393293,2195816400546,942738162011,11823715003,41361,6861,802.83,185.9,1.7
557.xz_r,1692516820471,8846108116,2199335595872,946458751043,11854742566,41500,7436,800.67,185.66,1.7
503.bwaves_r,8032232025,24777861,11835597048,5836896113,1523056,202,2089,186.9,8082.25,1.49
503.bwaves_r,15883564658,48127401,24408915127,11868348537,2544838,419,3141,241.77,9864.97,1.51
503.bwaves_r,23825081143,70924482,38143599264,17848044014,3666857,635,3831,280.42,10691.26,1.53
503.bwaves_r,31896504698,95303968,51899866833,24059964346,4727473,836,4258,308.24,11196.52,1.54
503.bwaves_r,39915683416,119345566,66233674388,30239937143,5835246,1033,4587,329.02,11547.43,1.55
503.bwaves_r,47973161283,143676256,81257233746,36370658936,7017902,1232,4934,351.29,11757.74,1.55
503.bwaves_r,56043579099,167668445,95604861121,42554733075,8117366,1431,5291,365.53,11893.51,1.56
503.bwaves_r,64064698257,191688053,109925399763,48735929670,9220377,1627,5695,373.69,12024.61,1.56
503.bwaves_r,72135554039,215466094,124760190674,54891951875,10353502,1829,5979,384.08,12142.87,1.56
503.bwaves_r,80206274048,239554752,139186435978,61063884736,11464024,2028,6413,390.84,12222.56,1.56
503.bwaves_r,88278262958,263742332,152934271980,67288015875,12503053,2226,6765,393.08,12330.75,1.56
503.bwaves_r,96349813193,287864567,167237575740,73463053159,13604744,2430,7163,395.1,12386.69,1.56
503.bwaves_r,104416042511,311786070,181489478399,79598847650,14696452,2633,7695,399.97,12438.78,1.57
503.bwaves_r,112487410493,335722698,195808603747,85774646405,15799096,2831,8344,401.48,12472.54,1.57
503.bwaves_r,120497195509,359595924,210119893269,91961899660,16902865,3027,8954,405.63,12499.04,1.57
503.bwaves_r,128564021380,383760418,225146974588,98100858911,18102817,3228,9294,410.76,12506.15,1.57
503.bwaves_r,136613191593,407555952,239543112573,104294738078,19195539,3430,9560,412.52,12537.47,1.57
503.bwaves_r,144675780686,431350832,253913659733,110487118870,20295838,3632,9860,414.13,12565.35,1.57
503.bwaves_r,152744492753,455230604,268298320554,116679213927,21386916,3830,10211,415.82,12594.49,1.57
503.bwaves_r,160812451983,478879552,282855095230,122881236654,22504719,4033,10485,420.95,12600.45,1.57
503.bwaves_r,168870314702,502759294,297347318397,129051165950,23619135,4231,10958,421.98,12622.07,1.57
503.bwaves_r,176932856785,526604497,311834966595,135213872051,24737652,4427,11336,422.95,12645.81,1.57
503.bwaves_r,185002247591,551024588,326383567909,141386673100,25876964,4621,11719,423.84,12662.79,1.57
503.bwaves_r,193066400379,574643143,340716561042,147579377115,26959045,4821,12027,424.64,12679.47,1.57
503.bwaves_r,201135942527,598741453,355109906222,153768084108,28068914,5018,12400,425.41,12689.3,1.57
503.bwaves_r,209205644078,623043771,369522562711,159947454902,29180948,5217,12771,426.1,12707.57,1.57
503.bwaves_r,217215978206,647896208,381237302228,165692192842,30741082,5430,16403,409.64,12452.98,1.57
503.bwaves_r,225128153735,670478609,394090884554,171867073178,31783512,5634,17263,406.47,12451.63,1.57
503.bwaves_r,233132232536,693261849,407778477946,178124110247,32878582,5834,17745,404.9,12438.23,1.57
503.bwaves_r,241188963734,716631286,422053808567,184266609462,34004500,6036,18158,405.12,12449.31,1.57
503.bwaves_r,249259727256,739813471,436426329971,190453284193,35106739,6234,18476,405.84,12474.89,1.57
503.bwaves_r,257324512855,763034653,450718929605,196614653548,36222445,6433,19213,408.25,12472.09,1.57
503.bwaves_r,265385008760,786045281,465069017541,202810905464,37314474,6630,19735,409.27,12493.71,1.57
503.bwaves_r,273430996764,809677001,479998147442,208892056399,38498153,6831,20356,410.22,12506.67,1.57
503.bwaves_r,281489287820,832897167,494344152960,215083562293,39599914,7032,20663,411.99,12524.35,1.57
503.bwaves_r,289558538061,856135462,508704106166,221275112317,40690519,7235,20972,412.89,12538.08,1.57
503.bwaves_r,297626885396,878906733,522593330172,227514602537,41730888,7444,21347,413.48,12556.78,1.57
503.bwaves_r,305695148716,902282006,536639685593,233701359100,42808744,7649,21970,413.46,12569.68,1.57
503.bwaves_r,313749808620,925466033,550912313195,239869905580,43909445,7850,22362,414.18,12583.06,1.57
503.bwaves_r,321818117369,948782476,565231288309,246056124802,44995623,8047,22650,414.86,12598.41,1.57
503.bwaves_r,329868753223,972060586,579504283710,252246811297,46094507,8251,23084,415.49,12608.33,1.57
503.bwaves_r,337923428691,995306644,593762603669,258403528321,47176389,8450,23513,416.12,12622.83,1.57
503.bwaves_r,345981436879,1018444260,607919784325,264515125445,48276917,8648,24369,416.67,12630.87,1.57
503.bwaves_r,354035595973,1041662744,622128028946,270676649062,49363401,8852,24920,417.26,12638.71,1.57
503.bwaves_r,362103993574,1065313794,637137684744,276808088320,50541992,9051,25226,418.61,12647.68,1.57
503.bwaves_r,370162374370,1088727001,651429217357,282992123534,51627553,9253,25601,420.05,12652.22,1.57
503.bwaves_r,378193290024,1112095429,665697379148,289178318745,52726074,9453,26015,420.46,12660.77,1.57
503.bwaves_r,386223531580,1135472390,679960665583,295340771960,53817286,9656,26572,420.84,12662.12,1.57
503.bwaves_r,394292241404,1158913180,694255316597,301517473170,54919914,9855,27034,421.3,12672.23,1.57
503.bwaves_r,402360496434,1182335887,708563250844,307689225450,56009233,10058,27422,421.76,12679.73,1.57
503.bwaves_r,410428801445,1205781136,722876839907,313868814052,57098897,10258,27768,422.18,12686.59,1.57
503.bwaves_r,418496864313,1229167951,737183917304,320050865530,58186501,10461,28140,422.6,12693.3,1.57
503.bwaves_r,426565006126,1252636729,751383778492,326207833157,59274230,10669,28729,423,12702.51,1.57
503.bwaves_r,434633356661,1276151171,765630784926,332385332773,60367061,10872,29133,423.38,12710.11,1.57
503.bwaves_r,442696514021,1299667533,779879918948,338554873301,61438033,11067,29522,423.76,12714.89,1.57
503.bwaves_r,450764011898,1323232739,794140140483,344731555241,62518305,11268,29840,424.11,12721.76,1.57
503.bwaves_r,458782729182,1345840298,807922649590,350839523626,63587607,11470,30840,423.97,12727.55,1.57
503.bwaves_r,466822002046,1369445322,821562483184,357079951764,64630099,11675,31504,423.85,12737.47,1.57
503.bwaves_r,474890115485,1392880641,835867147320,363256096910,65733079,11875,31990,423.62,12743.55,1.57
503.bwaves_r,482958699628,1416218604,850189013626,369389620874,66823564,12074,32368,423.94,12746.8,1.57
503.bwaves_r,491022340873,1439554516,864453668572,375569776039,67916206,12274,32766,424.25,12753.67,1.57
503.bwaves_r,499085314365,1462751355,878675710306,381745255886,69009634,12479,33397,424.55,12759.39,1.57
503.bwaves_r,507104463459,1485573525,892365231399,387906060393,70030454,12682,33957,424.36,12765.46,1.57
503.bwaves_r,515153989356,1509053672,906303549964,394067264824,71099641,12882,34460,424.24,12774.96,1.57
503.bwaves_r,523221998351,1532457154,920612530897,400256143197,72197044,13080,34745,424.12,12775.77,1.57
503.bwaves_r,531265868305,1555744449,934835399399,406402481497,73277631,13279,35212,424.41,12780.23,1.57
503.bwaves_r,539333657956,1578599570,948878713972,412606922371,74331446,13477,35737,424.69,12786.4,1.57
503.bwaves_r,547286120615,1605005992,960876838395,418304133767,76022357,13696,37906,419.25,12678.08,1.57
503.bwaves_r,555220571740,1628991364,973955310289,424540573090,77306538,13896,38715,417.27,12641.09,1.57
503.bwaves_r,563093632867,1652873401,987257330247,430818414380,78619229,14094,39144,416.24,12600.75,1.57
503.bwaves_r,571128232224,1677408160,1001622228221,436984537589,80040306,14297,39559,415.97,12557.09,1.57
503.bwaves_r,579194997584,1701964298,1015458371935,443191477688,81352940,14495,40206,416.23,12516.58,1.57
503.bwaves_r,587203632466,1726588385,1029867277765,449289836517,82752833,14695,40737,416.78,12478.9,1.57
503.bwaves_r,595226269564,1750749123,1044064461617,455339079784,84145744,14903,41701,417.41,12440.66,1.57
503.bwaves_r,603220211211,1774610404,1058120707563,461306418727,85529282,15112,42687,418.03,12406.96,1.57
503.bwaves_r,611290002493,1799339309,1072607009578,467477477357,86935850,15313,43039,418.63,12372.27,1.57
503.bwaves_r,619344136669,1824044548,1087126731776,473635677701,88345112,15515,43731,419.21,12339.96,1.57
503.bwaves_r,627378798375,1848616387,1101536297133,479744052815,89744014,15718,44262,418.83,12313.79,1.57
503.bwaves_r,635444004004,1872953470,1115363978211,485970523218,91060509,15912,44730,419.4,12283.66,1.57
503.bwaves_r,643510865368,1897805848,1129926219816,492132340464,92469014,16116,45046,419.79,12253.29,1.57
503.bwaves_r,651508947467,1921856736,1143752424639,498282453513,93782906,16320,45724,419.54,12226.81,1.57
503.bwaves_r,659559408057,1946818734,1157929370319,504405482172,95153162,16522,46455,420.05,12197.17,1.57
503.bwaves_r,667573908529,1971393466,1172243451052,510512999813,96560868,16731,47025,419.87,12176.56,1.57
503.bwaves_r,675640445313,1996310772,1186738144251,516672090512,97959676,16933,47670,420.67,12146.04,1.57
503.bwaves_r,683697825580,2021094087,1201184392430,522826239870,99365080,17135,48126,421.06,12122.81,1.57
503.bwaves_r,691719529583,2045386338,1214720895839,528942852654,100644859,17336,49067,421.31,12097.58,1.57
503.bwaves_r,699781122483,2070225694,1229223693244,535103787717,102044173,17536,49423,421.32,12076.51,1.57
503.bwaves_r,707750998006,2094568339,1243403236172,541150161691,103414454,17742,50051,421.45,12053.46,1.57
503.bwaves_r,715799767427,2119221272,1257800117486,547309824544,104821922,17941,50573,421.92,12028.02,1.57
503.bwaves_r,723863686281,2143786153,1271682957408,553523924724,106126596,18140,50921,422.4,12006.53,1.57
503.bwaves_r,731915466560,2168709211,1285949085041,559596363514,107510994,18344,51432,422.67,11983.47,1.57
503.bwaves_r,739940727935,2193238057,1300110156347,565638027405,108900730,18542,52230,422.77,11967.07,1.57
503.bwaves_r,748006552064,2218240697,1314645484579,571792099227,110294915,18743,52609,422.98,11946.25,1.57
503.bwaves_r,756066667745,2242703409,1328654063347,577992916714,111626665,18947,53303,423.44,11924.29,1.57
503.bwaves_r,764096804170,2267648332,1342728881011,584086920326,112993187,19146,53855,423.33,11909.41,1.57
503.bwaves_r,772074387063,2291315870,1356514595810,589970691214,114352179,19352,55241,423.52,11889.04,1.57
503.bwaves_r,780131222239,2315965055,1370316848423,596196252790,115671257,19551,55629,423.42,11874.48,1.57
503.bwaves_r,788197112826,2340767750,1384864424470,602361150714,117067510,19752,56025,423.61,11855.79,1.57
503.bwaves_r,796262491426,2365064470,1398681517778,608597722884,118368406,19948,56513,424.03,11837.36,1.57
503.bwaves_r,804172451340,2392035609,1411456846027,614086349421,120192370,20166,58528,422.21,11783.55,1.57
503.bwaves_r,812171823039,2415572713,1424512575129,620245496023,120856381,20364,59354,419.08,11802.56,1.57
503.bwaves_r,820128641715,2439661118,1437564959375,626378874589,121515440,20573,60128,418.42,11849.68,1.57
503.bwaves_r,828179192270,2464657421,1451915073887,632471860529,122246552,20773,60801,418.11,11894.85,1.57
503.bwaves_r,836138906002,2488536012,1465449780105,638393147992,122987452,20985,62267,418,11942.43,1.57
503.bwaves_r,844204278975,2513539333,1479745719016,644531386487,123699065,21185,63126,418.41,11994.13,1.57
503.bwaves_r,852256122878,2538835381,1494263417912,650713602243,124369203,21385,63523,418.99,12047.49,1.57
503.bwaves_r,860307914111,2564176019,1508686560274,656851723554,125025827,21584,64027,419.27,12100.85,1.57
503.bwaves_r,868331686251,2589259269,1522843411410,662881031430,125682565,21790,64734,419.56,12153.49,1.57
503.bwaves_r,876380108565,2614453881,1537747384231,668963491236,126347283,21993,65463,419.83,12206.5,1.57
503.bwaves_r,884377027739,2639611595,1551886203643,674968440962,127007780,22190,66235,420.1,12257.71,1.57
503.bwaves_r,892440868856,2664882136,1566353975150,681134373548,127660586,22390,66801,420.67,12312.74,1.57
503.bwaves_r,900508484047,2690109883,1580816335275,687317636738,128316513,22591,67191,421.31,12363.63,1.57
503.bwaves_r,908574863435,2715517051,1595257628106,693483350621,128971656,22792,67726,421.56,12413.77,1.57
503.bwaves_r,916626070425,2740721879,1609535918790,699587824670,129619777,22994,68306,421.8,12463.88,1.57
503.bwaves_r,924633904104,2766051893,1623935789626,705745383999,130272257,23196,68901,422.01,12511.21,1.57
503.bwaves_r,932703366462,2791435669,1638383423523,711920546806,130913414,23398,69224,421.92,12560.23,1.57
503.bwaves_r,940771790612,2816798823,1652818389136,718097640648,131565794,23600,69625,422.09,12608.13,1.57
503.bwaves_r,948840781699,2842177580,1667266411634,724270046534,132208043,23799,70018,422.28,12655.14,1.57
503.bwaves_r,956900737696,2867475029,1681664905528,730433278248,132855430,23998,70343,422.73,12702.77,1.57
503.bwaves_r,964954962155,2892888814,1696071157437,736600083122,133500323,24195,70810,423.09,12749.35,1.57
503.bwaves_r,973023029654,2918232299,1710544006526,742794218884,134162512,24395,71196,423.38,12792.43,1.57
503.bwaves_r,981091275837,2944272890,1725521325275,748909518372,134849941,24597,71665,423.6,12838.27,1.57
503.bwaves_r,989145340063,2969595483,1739915029462,755053727451,135494393,24794,72171,423.82,12884.38,1.57
503.bwaves_r,997214781482,2995095997,1754332030879,761228864383,136134269,24988,72565,424.33,12932.69,1.57
