workload,cycles,cache-misses,instructions,cycle_activity.stalls_total,branch-misses,context-switches,iTLB-load-misses,IpCall,IpLoad,IpMispredict,BpTkBranch,MLP
dhry2reg,84939961253,1076521,253757131375,2190918342,243110,182,11747,20.12,4.21,208879.08,1.36,1.36
dhry2reg,89180772962,1122118,266419958409,2297099195,253703,191,12257,20.12,4.21,209454.18,1.36,1.36
dhry2reg,93423405730,1186931,279061913799,2408885251,265001,199,12731,20.12,4.21,209139.12,1.36,1.37
dhry2reg,97657800086,1235537,291696991854,2518123285,275699,208,13223,20.12,4.21,208940.92,1.36,1.37
dhry2reg,101894088953,1282363,304341784032,2624083373,287173,217,13719,20.12,4.21,209589.33,1.36,1.37
dhry2reg,106135025263,1335185,317004577794,2732530755,300179,225,14209,20.12,4.21,209594.76,1.36,1.37
dhry2reg,110381302288,1394658,329682379667,2845977298,312109,232,14681,20.12,4.21,209634.63,1.36,1.37
dhry2reg,114624487940,1446307,342317906383,2958096476,322509,253,15376,20.12,4.21,209318.54,1.36,1.37
dhry2reg,118863372059,1496899,354934304084,3082308957,333094,264,16241,20.12,4.21,209447.1,1.36,1.37
dhry2reg,123102020267,1564282,367568669079,3203004923,348726,274,16974,20.12,4.21,209760.76,1.36,1.37
dhry2reg,127337457280,1611801,380212308333,3317666664,360678,282,17716,20.12,4.21,210061.3,1.36,1.37
dhry2reg,131575995534,1657499,392875949041,3428147708,374439,291,18409,20.12,4.21,210569.97,1.36,1.37
dhry2reg,135817352872,1715929,405541411044,3544546650,388030,298,18893,20.12,4.21,210555.95,1.36,1.37
dhry2reg,140055194738,1775982,418183001781,3665856984,399917,307,19381,20.12,4.21,210911.29,1.36,1.37
dhry2reg,144293165975,1820515,430836695392,3777013457,411122,312,19978,20.12,4.21,211419.86,1.36,1.37
dhry2reg,148532497556,1868035,443492753454,3892871697,424820,322,20480,20.12,4.21,211760.04,1.36,1.37
dhry2reg,152762950992,1934549,456178896823,4011019193,442328,329,20951,20.12,4.21,212113.66,1.36,1.37
dhry2reg,157001371461,1983126,468844676960,4122703819,453564,338,21449,20.12,4.21,212182.07,1.36,1.37
dhry2reg,161243756298,2026540,481501407440,4236176878,467333,344,21957,20.12,4.21,212244.83,1.36,1.37
dhry2reg,165484608471,2083687,494156538513,4353360709,480955,353,22453,20.12,4.21,212575.74,1.36,1.37
dhry2reg,169724322813,2144584,506800239823,4470612359,494385,361,22936,20.12,4.21,212812.99,1.36,1.37
dhry2reg,173964398727,2191988,519446292608,4589314077,506789,370,23561,20.12,4.21,212597.21,1.36,1.37
dhry2reg,178212164279,2237132,532130828080,4702527110,518917,377,24254,20.12,4.21,212548.67,1.36,1.37
dhry2reg,182455421266,2299479,544799800994,4818191540,534802,388,24739,20.12,4.21,212844.86,1.36,1.37
dhry2reg,186697578581,2352482,557454153699,4932110738,547623,395,25225,20.12,4.21,212995.07,1.36,1.37
dhry2reg,190940549177,2398704,570125599502,5044726078,560522,403,25732,20.12,4.21,213353.39,1.36,1.37
dhry2reg,195191242185,2452094,582814888978,5156209710,573996,409,26217,20.12,4.21,213522.85,1.36,1.37
dhry2reg,199435583468,2509037,595486606245,5273061517,588294,416,26708,20.12,4.21,213689.45,1.36,1.37
dhry2reg,203683226428,2559424,608165039652,5384767712,600028,422,27279,20.12,4.21,213372.11,1.36,1.38
dhry2reg,207923001057,2607091,620821173486,5495661000,612272,431,27886,20.12,4.21,213610.71,1.36,1.37
dhry2reg,212166941966,2661078,633480509759,5610395061,625289,438,28382,20.12,4.21,213967.17,1.36,1.37
dhry2reg,216412629884,2710274,646173690103,5717850109,636682,448,28878,20.12,4.21,213930.47,1.36,1.37
dhry2reg,220652895059,2759993,658816553059,5830284055,650687,457,29387,20.12,4.21,214630.62,1.36,1.38
dhry2reg,224897820925,2822548,671489852026,5945385154,664213,467,29872,20.12,4.21,215242.52,1.36,1.38
dhry2reg,229141583350,2872222,684160773858,6057613490,678663,474,30370,20.12,4.21,215601.78,1.36,1.37
dhry2reg,233388446199,2922069,696858893356,6173595847,692265,484,30903,20.12,4.21,215733.66,1.36,1.37
dhry2reg,237633328307,2970949,709540388361,6284045471,703617,491,31392,20.12,4.21,215938.69,1.36,1.38
dhry2reg,241874779264,3031226,722188640942,6400702565,718135,499,31873,20.12,4.21,215839.69,1.36,1.38
dhry2reg,246118638701,3078291,734872328508,6513250276,728978,505,32377,20.12,4.21,215852.92,1.36,1.38
dhry2reg,250362746534,3128831,747561183907,6624113702,741031,517,32876,20.12,4.21,216130.56,1.36,1.38
dhry2reg,254600135134,3192924,760207500984,6742796342,755113,525,33370,20.12,4.21,216280.38,1.36,1.38
dhry2reg,258842017447,3246120,772874072847,6853112922,768154,533,33867,20.12,4.21,216089.16,1.36,1.38
dhry2reg,263090412605,3292332,785579689576,6964134583,781916,538,34377,20.12,4.21,216065.37,1.36,1.38
dhry2reg,267334468954,3345819,798269552345,7075587636,793064,550,34873,20.12,4.21,216329.2,1.36,1.38
dhry2reg,271578183121,3407694,810918301478,7192947452,811642,559,35365,20.12,4.21,216368.46,1.36,1.38
dhry2reg,275818527775,3456589,823585052140,7305000637,823334,571,35871,20.12,4.21,216548.35,1.36,1.38
dhry2reg,280068179060,3507431,836268177668,7418866549,836867,579,36402,20.12,4.21,216654.18,1.36,1.38
dhry2reg,284311302988,3571565,848924073824,7536209661,849904,590,36891,20.12,4.21,216752.09,1.36,1.38
dhry2reg,288559776853,3620038,861594625931,7647078601,861893,597,37386,20.12,4.21,216786.6,1.36,1.38
dhry2reg,292803657628,3668082,874267608470,7758973146,874363,606,37938,20.12,4.21,216831.23,1.36,1.38
dhry2reg,297050388618,3718655,886959511218,7874030601,886904,612,38613,20.12,4.21,216937.26,1.36,1.38
dhry2reg,301290550791,3781525,899616141341,7989244813,898632,623,39111,20.12,4.21,217129.38,1.36,1.38
dhry2reg,305529982088,3831388,912274626000,8104397242,912248,633,39612,20.12,4.21,217359.85,1.36,1.38
dhry2reg,309766611082,3878649,924929153311,8216129020,925040,641,40056,20.12,4.21,217669.65,1.36,1.38
dhry2reg,314008826816,3940441,937573656149,8329184359,936842,644,40510,20.12,4.21,217840.5,1.36,1.38
dhry2reg,318256896574,3990768,950220746409,8436981074,947914,645,40973,20.12,4.21,217969.82,1.36,1.38
dhry2reg,322506171114,4035820,962914828690,8546055247,961126,651,41456,20.12,4.21,217907.62,1.36,1.38
dhry2reg,326753995679,4082961,975593234497,8655869583,971462,653,41933,20.12,4.21,217872.8,1.36,1.38
dhry2reg,331000384558,4146874,988262991154,8771439287,984274,658,42560,20.12,4.21,217848.43,1.36,1.38
dhry2reg,335247656879,4190804,1000966490271,8878230639,995081,661,43285,20.12,4.21,217910.38,1.36,1.38
dhry2reg,339488601076,4233558,1013611643365,8987418208,1008339,667,44008,20.12,4.21,217930.3,1.36,1.38
dhry2reg,343726600134,4294082,1026276924230,9099133633,1021616,669,44706,20.12,4.21,218050.76,1.36,1.38
dhry2reg,347972376279,4341696,1038957305822,9209766255,1033175,674,45422,20.12,4.21,218202.29,1.36,1.38
dhry2reg,352208918870,4385654,1051636174229,9313200276,1042701,675,46139,20.12,4.21,218324.09,1.36,1.38
dhry2reg,356455522859,4435282,1064308743834,9424015561,1053050,679,46851,20.12,4.21,218334.49,1.36,1.38
dhry2reg,360697997778,4487093,1076973288209,9533705876,1065822,680,47568,20.12,4.21,218507.61,1.36,1.38
dhry2reg,364944106645,4532591,1089659169457,9637750723,1074706,684,48297,20.12,4.21,218629.37,1.36,1.38
dhry2reg,369185845284,4574642,1102305838798,9742735756,1086619,685,49014,20.12,4.21,218687.45,1.36,1.38
dhry2reg,373420836200,4630904,1114911256540,9852150331,1098316,692,49724,20.12,4.21,218753.47,1.36,1.38
dhry2reg,377663721566,4677706,1127593494238,9962068454,1108681,695,50446,20.12,4.21,218970.85,1.36,1.38
dhry2reg,381906930634,4721079,1140240620904,10071096968,1120615,704,51172,20.12,4.21,219122.11,1.36,1.38
dhry2reg,386153804487,4778793,1152894954708,10183621918,1131723,705,51873,20.12,4.21,219063.75,1.36,1.38
dhry2reg,390408030985,4825051,1165586431339,10290272113,1143386,709,52600,20.12,4.21,219012.79,1.36,1.38
dhry2reg,394650500338,4868665,1178257734533,10398377655,1153283,712,53320,20.12,4.21,219046.22,1.36,1.38
dhry2reg,398894614811,4920200,1190900795434,10510719303,1164964,717,54039,20.12,4.21,218887.6,1.36,1.38
dhry2reg,403138801308,4979902,1203547657625,10625118264,1176268,718,54742,20.12,4.21,218865.66,1.36,1.38
dhry2reg,407385685306,5023997,1216235962415,10732432947,1187879,722,55472,20.12,4.21,218955.82,1.36,1.38
dhry2reg,411631232209,5068242,1228912523331,10840270423,1199553,722,56201,20.12,4.21,219099.65,1.36,1.38
dhry2reg,415879801747,5127350,1241593414577,10952850097,1212183,725,56906,20.12,4.21,218828.23,1.36,1.38
dhry2reg,420124471400,5172810,1254259125233,11062169316,1224448,729,57629,20.12,4.21,218927.05,1.36,1.38
dhry2reg,423878995718,5226249,1265283468812,11160161831,1234646,733,58344,20.12,4.21,218872.68,1.36,1.38
shell1,1031322279,7287674,2088438454,924383415,10514051,1746,472342,47.04,3.99,172.01,1.81,1.62
shell1,5919525497,24199793,7421022489,3242461556,37626540,6088,1740897,46.48,3.97,201.93,1.81,1.53
shell1,10707686149,40261875,12643547849,5510386971,64005612,10364,2913509,46.5,3.97,202.53,1.81,1.53
shell1,14471258075,49698529,15263988575,6684547680,77147750,12532,3520975,46.51,3.97,203.3,1.81,1.52
shell1,18572122635,67899275,20197986282,8889680324,102120065,16523,4641758,46.51,3.97,203.71,1.81,1.52
shell1,23489475890,86819109,25182786244,11135051098,127689149,20602,5781941,46.53,3.97,205.13,1.81,1.52
shell1,27083648692,105310113,30220587577,13386321648,153593283,24738,6955775,46.53,3.97,204.83,1.81,1.53
shell1,30959454318,126173477,35077821568,15665768570,178595049,28737,8076076,46.54,3.97,204.75,1.81,1.52
shell1,34712838830,142168453,39069780168,17479037488,199080999,32024,9007612,46.54,3.97,204.46,1.81,1.52
shell1,39706883261,160388250,43908835344,19662125192,224143071,36007,10140709,46.54,3.97,204.06,1.81,1.52
shell1,44124534630,177989385,48785625062,21847368656,249242658,39977,11258214,46.54,3.97,204.13,1.81,1.53
shell1,47164020580,198442590,53506350225,24065663032,273536931,43850,12346168,46.54,3.97,204.25,1.81,1.53
shell1,51904422006,217147648,58402520016,26266496840,298653163,47875,13467187,46.54,3.97,204.04,1.81,1.53
shell1,56256382190,235252701,63255364297,28455497427,323463141,51819,14610188,46.54,3.97,203.77,1.81,1.53
shell1,60738742979,253431336,68259923766,30689334355,349217776,55955,15758782,46.54,3.97,203.62,1.81,1.53
shell1,65772635622,274173675,73079953229,32945833791,374062064,59889,16873322,46.54,3.97,203.42,1.81,1.53
shell1,70540993596,292907300,77890805813,35143067258,398866660,63832,17975048,46.54,3.97,202.83,1.81,1.53
shell1,75405316811,310735456,82848241364,37361152605,424423559,67941,19101865,46.54,3.97,202.37,1.81,1.54
shell1,80072643042,328392948,87573088274,39483964924,448766464,71856,20226801,46.54,3.97,201.93,1.81,1.54
shell1,84873710327,349021667,92381199843,41733741341,473565388,75781,21320439,46.54,3.97,201.5,1.81,1.54
shell1,89411637483,365619985,96818307984,43728180937,496459538,79444,22333081,46.54,3.97,201.18,1.81,1.54
shell1,93893540826,382186432,101254461778,45725990476,519332349,83099,23358477,46.54,3.97,200.91,1.81,1.54
shell1,98554959022,398395426,105786765652,47715919347,542194074,86827,24398638,46.54,3.97,200.63,1.81,1.54
shell1,102746088989,418002250,110271754670,49822966970,565307650,90554,25434343,46.54,3.97,200.5,1.81,1.54
shell1,107521770004,436315227,115170558826,52040312258,589912437,94590,26562472,46.54,3.97,200.28,1.81,1.54
shell1,112319010879,454554088,119991393050,54228867060,614716241,98532,27691805,46.54,3.97,200.1,1.81,1.54
shell1,117013582724,472819782,124644545550,56353269418,638777909,102442,28777067,46.54,3.97,199.96,1.81,1.54
shell1,121813019274,492979415,129478437379,58617254339,663421368,106399,29877302,46.54,3.97,199.84,1.81,1.54
shell1,126610120865,512247606,134317578056,60835035082,688321498,110345,30989481,46.53,3.97,199.68,1.81,1.54
shell1,131201963724,529875828,138982619941,62936627235,712356608,114205,32055726,46.53,3.97,199.57,1.81,1.54
shell1,134864855562,547227441,143514180659,64986809781,735775957,117979,33100949,46.53,3.97,199.56,1.81,1.54
shell1,138842597647,567361607,148295842572,67215329562,760377145,121909,34199394,46.53,3.97,199.46,1.81,1.54
shell1,143586103550,586256743,153111990844,69430345064,785212640,125852,35296287,46.54,3.97,199.36,1.81,1.54
shell1,148451733298,604968942,158102775075,71670511768,810865892,129958,36434765,46.53,3.97,199.24,1.81,1.54
shell1,152421796333,620958622,162217596404,73522506949,832085582,133304,37362763,46.53,3.97,199.15,1.81,1.54
shell1,157098217101,641084159,166999051867,75750502628,856705265,137218,38481764,46.53,3.97,199.04,1.81,1.54
shell1,161783748391,659900015,171776043567,77918521251,881370525,141120,39567512,46.53,3.97,198.94,1.81,1.54
shell1,166543798214,678015724,176569303446,80086500914,906092281,145004,40667930,46.53,3.97,198.84,1.81,1.55
shell1,171161686299,696317269,181425282863,82257846805,931040211,148952,41781128,46.53,3.97,198.79,1.81,1.55
shell1,175529541645,716017388,186212999213,84470389366,955684518,152882,42881315,46.53,3.97,198.72,1.81,1.55
shell1,180372960183,735842307,191107760899,86724262455,980921985,156885,43992464,46.53,3.97,198.62,1.81,1.55
shell1,184996760093,753390981,195836483371,88838229808,1005391538,160684,45083086,46.53,3.97,198.54,1.81,1.55
shell1,189747763933,771261331,200753337682,91032824120,1030651535,164738,46199888,46.53,3.97,198.47,1.81,1.55
shell1,194475563356,790475298,205560009888,93224405368,1055392632,168673,47284678,46.53,3.97,198.4,1.81,1.55
shell1,199234381883,808911767,210468843824,95438522871,1080695273,172668,48413964,46.53,3.97,198.33,1.81,1.55
shell1,203600552833,827126542,215236371765,97599109160,1105322858,176587,49498878,46.53,3.97,198.29,1.81,1.55
shell1,208200235834,845315838,220151836542,99795824002,1130578319,180615,50632680,46.53,3.97,198.22,1.81,1.55
shell1,212877453027,864770887,224918120259,101992190948,1155181004,184498,51726666,46.53,3.97,198.22,1.81,1.55
shell1,217355981567,883459631,229861222541,104221522733,1180527918,188585,52869295,46.53,3.97,198.19,1.81,1.55
shell1,222196848839,902437655,234900896222,106493624702,1206447792,192725,54014898,46.53,3.97,198.14,1.81,1.55
shell1,226809258433,919869421,239574659029,108600959124,1230601963,196507,55078444,46.53,3.97,198.12,1.81,1.55
shell1,231057359324,939801510,244292832791,110795846328,1254952521,200305,56192461,46.53,3.97,198.08,1.81,1.55
shell1,235816622885,958265237,249147911315,112981217082,1279981993,204290,57308875,46.53,3.97,198.05,1.81,1.55
shell1,239948045308,976232609,253967462246,115148520307,1304792742,208273,58412115,46.53,3.97,198.04,1.81,1.55
shell1,244443495923,994252935,258658374141,117273876039,1329102811,212117,59468403,46.53,3.97,198,1.81,1.55
shell1,249235045700,1014691811,263445007024,119517384511,1353800912,216024,60569827,46.53,3.97,197.96,1.81,1.55
shell1,253633711803,1033518913,268362365507,121736176829,1379112249,220067,61695648,46.53,3.97,197.94,1.81,1.55
shell1,258320347489,1051006310,272941176557,123804032177,1402755350,223809,62761771,46.53,3.97,197.91,1.81,1.55
shell1,262957486537,1069819392,277877442942,126024919745,1428185439,227878,63886086,46.53,3.97,197.88,1.81,1.55
shell1,267119186854,1089869605,282631583178,128236331486,1452698413,231779,64969866,46.53,3.97,197.86,1.81,1.55
shell1,271157763514,1108137809,287349468450,130393884683,1476992252,235738,66069003,46.53,3.97,197.85,1.81,1.55
shell1,275326063587,1126741794,292275092537,132614930712,1502385498,239740,67202552,46.53,3.97,197.84,1.81,1.55
shell1,279504422257,1144236608,297128158346,134783713992,1527502495,243689,68311315,46.53,3.97,197.85,1.81,1.55
shell1,282211513208,1164058230,301930654498,137000942709,1552220639,247583,69409601,46.53,3.97,197.85,1.81,1.55
shell1,284630546984,1183065378,306784280164,139213087507,1577209668,251552,70518670,46.53,3.97,197.84,1.81,1.55
shell1,288460932099,1201129852,311565008847,141373791615,1601766935,255433,71616350,46.53,3.97,197.86,1.81,1.55
shell1,292477990889,1218935225,316446117133,143550600715,1626931427,259433,72726182,46.53,3.97,197.86,1.81,1.55
shell1,296422430872,1238255710,321097552356,145715954844,1650975693,263237,73817571,46.53,3.97,197.85,1.81,1.55
shell1,298990311082,1257220903,325838449344,147885524711,1675408167,267074,74905837,46.53,3.97,197.84,1.81,1.55
shell1,303037651413,1275509446,330780290905,150104419374,1700840249,271152,76039080,46.53,3.97,197.93,1.81,1.55
shell1,305496379629,1294268046,335726087947,152329297118,1726282813,275202,77169992,46.53,3.97,197.93,1.81,1.55
shell1,307941668828,1313924077,340608436859,154588039362,1751469138,279171,78312686,46.53,3.97,197.93,1.81,1.55
shell1,311096829883,1332681473,345276506278,156730838573,1775593934,282971,79411440,46.53,3.97,197.96,1.81,1.55
shell1,315777084535,1351290605,350273933521,158982358465,1801277584,287063,80546631,46.53,3.97,198.09,1.81,1.55
shell1,319184344207,1369264391,355156145993,161157713977,1826435275,291067,81679146,46.53,3.97,198.11,1.81,1.55
shell1,322274156296,1388720722,359934764282,163366392236,1851160653,294978,82782089,46.53,3.97,198.11,1.81,1.55
shell1,325874395117,1408065601,364687927764,165550268237,1875608209,298886,83857747,46.53,3.97,198.21,1.81,1.55
shell1,328596008718,1426186312,369594506090,167753819152,1900981736,302894,84995656,46.53,3.97,198.24,1.81,1.55
shell1,331813310105,1443881766,374240716627,169870628372,1924910030,306736,86093219,46.53,3.97,198.28,1.81,1.55
shell1,334740593476,1463182155,379116520896,172099650167,1950000776,310761,87212658,46.53,3.97,198.31,1.81,1.55
shell1,337069311789,1482077462,383792565880,174242868929,1974145950,314566,88288598,46.53,3.97,198.31,1.81,1.55
shell1,339329966114,1499000336,388388648058,176303903114,1997868453,318327,89357818,46.53,3.97,198.31,1.81,1.55
shell1,341722519468,1516302543,393197125963,178440002628,2022351291,322284,90449998,46.53,3.97,198.31,1.81,1.55
shell1,344927512256,1535537972,397834677707,180586180801,2046117594,326049,91522121,46.53,3.97,198.34,1.81,1.55
shell1,348035979449,1553378431,402206218292,182596486312,2068398542,329694,92551622,46.53,3.97,198.38,1.81,1.55
shell1,350560474972,1571085257,406701029680,184656961362,2091503383,333452,93586926,46.53,3.97,198.4,1.81,1.55
shell1,353075862847,1591362795,411758830456,186985769592,2117461525,337657,94733069,46.53,3.97,198.4,1.81,1.55
shell1,355422455516,1611484342,416408614695,189185566256,2141440041,341454,95825808,46.53,3.97,198.39,1.81,1.55
shell1,357806916481,1630942968,421189581702,191387071237,2166100516,345385,96960006,46.53,3.97,198.39,1.81,1.55
shell1,360233141749,1649486706,426091992186,193611871303,2191302979,349423,98093198,46.53,3.97,198.39,1.81,1.55
shell1,362688811740,1667794316,430806580395,195758351068,2215595210,353236,99186983,46.53,3.97,198.39,1.81,1.55
shell1,365560493926,1687679527,435752454272,198029994576,2240775180,357329,100325437,46.53,3.97,198.4,1.81,1.55
shell1,368576865818,1707931582,440593637940,200289772674,2265679349,361337,101429573,46.53,3.97,198.43,1.81,1.55
shell1,370656281904,1723993370,444791193975,202204038983,2287256135,364760,102398098,46.53,3.97,198.43,1.81,1.55
shell1,372499039516,1738404305,448531867311,203877950928,2306478197,367862,103243383,46.53,3.97,198.43,1.81,1.55
shell8,16833716157,44210843,16056062893,7195962786,68802937,30478,3779541,46.88,3.98,232.8,1.81,1.49
shell8,34776915007,95083299,34119933350,15399663212,146647519,65600,8017968,46.88,3.98,232.77,1.81,1.49
shell8,52798762198,146450853,52925851353,23797192723,227300435,102230,12415645,46.88,3.98,232.39,1.81,1.49
shell8,70974198309,198182808,71640943315,32208987487,307506744,138411,16823614,46.88,3.98,232.66,1.81,1.49
shell8,89003862152,250088395,90712251991,40724869060,389180058,174629,21330187,46.88,3.98,232.49,1.81,1.49
shell8,107199242622,301816757,109524559999,49161286754,470016986,211637,25752889,46.88,3.98,232.43,1.81,1.49
shell8,124937784632,354246427,128085078245,57513195818,549462771,247350,30125579,46.88,3.98,232.45,1.81,1.49
shell8,143140031341,405444297,147019652863,65930876179,630588360,284120,34575924,46.88,3.98,232.48,1.81,1.49
shell8,161233239078,456828696,165769079377,74280590621,711174698,320001,38973873,46.88,3.98,232.48,1.81,1.49
shell8,179380838575,508886691,184584813657,82737340457,791719741,356213,43402388,46.88,3.98,232.46,1.81,1.49
shell8,197452685175,560540745,203274552298,91132259905,871846648,392562,47850483,46.88,3.98,232.46,1.81,1.49
shell8,215812655440,612346574,222708699776,99735021688,954897175,429022,52463829,46.88,3.98,232.43,1.81,1.49
shell8,234273663013,664947024,241655273823,108219792801,1036040113,465664,56911928,46.88,3.98,232.51,1.81,1.49
shell8,252569418347,717349161,260708692688,116733675977,1117686840,502489,61469747,46.88,3.98,232.55,1.81,1.49
shell8,270836982508,769435472,279699783325,125192491575,1199072859,539685,65926153,46.88,3.98,232.49,1.81,1.49
shell8,289088941256,821616509,299223713675,133837219567,1282728402,577516,70553925,46.88,3.98,232.5,1.81,1.49
shell8,307412863544,873694879,318350256635,142380066937,1364735066,614545,75088450,46.88,3.98,232.51,1.81,1.49
shell8,325820601721,926238546,337417125403,150910979263,1446345029,651325,79619869,46.88,3.98,232.51,1.81,1.49
shell8,344151373564,978536485,356545057793,159444636822,1528135392,688274,84155435,46.88,3.98,232.52,1.81,1.49
shell8,362336161894,1030392800,375006694202,167740010034,1607453582,724155,88520405,46.88,3.98,232.57,1.81,1.49
shell8,380795505460,1082825846,394164667597,176296135422,1689490469,760772,93080236,46.88,3.98,232.57,1.81,1.49
shell8,399290362267,1135419701,413183360362,184800124729,1771103553,797973,97583422,46.88,3.98,232.56,1.81,1.49
shell8,417556942741,1187338855,432255992888,193294736693,1852999849,834850,102064615,46.88,3.98,232.59,1.81,1.49
shell8,435820960533,1240109268,451351278103,201833381535,1934666023,872173,106545844,46.88,3.98,232.59,1.81,1.49
shell8,454132562015,1291838397,470194197834,210263870346,2015484848,908038,111044027,46.88,3.98,232.6,1.81,1.49
shell8,472438360543,1344119141,489342270638,218808142364,2097687259,945015,115606889,46.88,3.98,232.61,1.81,1.49
shell8,490818723081,1396068051,508535377207,227326444073,2179650330,982159,120112013,46.88,3.98,232.64,1.81,1.49
shell8,509042700540,1448145290,527298440349,235736746939,2260223579,1018013,124587559,46.88,3.98,232.62,1.81,1.49
shell8,527224150511,1500587257,546080008349,244146230864,2340809572,1053866,129002349,46.88,3.98,232.64,1.81,1.49
shell8,545626277413,1552851837,565146048392,252689524980,2422743728,1090837,133554367,46.88,3.98,232.63,1.81,1.49
shell8,563987881567,1604766467,584360250294,261215507523,2505114046,1128148,138116731,46.88,3.98,232.61,1.81,1.49
shell8,581983485478,1656585483,602957211127,269565940424,2585159271,1163901,142495330,46.88,3.98,232.59,1.81,1.49
shell8,600144615910,1708518204,621821151663,277968880096,2666139773,1200344,146939596,46.88,3.98,232.57,1.81,1.49
shell8,618348729626,1760643885,640848866379,286465844429,2748054563,1237796,151441932,46.88,3.98,232.54,1.81,1.49
shell8,636772782151,1813351897,660104763740,295042956891,2830636298,1275660,156020652,46.88,3.98,232.56,1.81,1.49
shell8,655001876236,1866123338,678965733706,303506289501,2911562976,1312671,160460343,46.88,3.98,232.57,1.81,1.49
shell8,673403092286,1918203132,698217444366,312059999724,2994064613,1349293,164967253,46.88,3.98,232.58,1.81,1.49
shell8,691719154931,1971476349,717252844106,320575913558,3075614706,1386877,169467757,46.88,3.98,232.59,1.81,1.49
shell8,709901388130,2023300845,736446206768,329110940267,3157881167,1423472,173983195,46.88,3.98,232.56,1.81,1.49
shell8,728058459146,2074767846,755461299726,337551309655,3239235719,1459599,178476364,46.88,3.98,232.56,1.81,1.49
shell8,746426289849,2126343705,774558040657,346046796090,3320969976,1496224,182943883,46.88,3.98,232.57,1.81,1.49
shell8,764657907010,2178676806,793361911279,354482968744,3401589854,1532110,187382224,46.88,3.98,232.58,1.81,1.49
shell8,782922024955,2230664351,812424575853,362965662552,3483200245,1568203,191879673,46.88,3.98,232.57,1.81,1.49
shell8,801355924559,2283298129,831403993413,371467999252,3564565076,1605030,196324389,46.88,3.98,232.58,1.81,1.49
shell8,819591275974,2335251435,850495698755,379944021818,3646223470,1641971,200823284,46.88,3.98,232.58,1.81,1.49
shell8,837618539577,2387059615,869218767100,388333628778,3726623129,1678158,205252455,46.88,3.98,232.57,1.81,1.49
shell8,856026375971,2440503538,888432079736,396935401636,3809119229,1716041,209814310,46.88,3.98,232.57,1.81,1.49
shell8,874236755176,2491895589,907322116878,405334845763,3890099151,1752247,214215455,46.88,3.98,232.57,1.81,1.49
shell8,892425830398,2543290585,926253181673,413756086124,3971390803,1788538,218682526,46.88,3.98,232.58,1.81,1.49
shell8,910700057881,2595972620,945385352043,422321175785,4053375657,1825384,223192520,46.88,3.98,232.58,1.81,1.49
shell8,928675134725,2646293501,963896599452,430553678722,4133085852,1860599,227541954,46.88,3.98,232.59,1.81,1.49
shell8,946850016307,2698477782,983027941928,439086702540,4215117522,1897455,232044540,46.88,3.98,232.58,1.81,1.49
shell8,965206183693,2751107724,1002385767907,447704170379,4298266630,1934992,236679860,46.88,3.98,232.57,1.81,1.49
shell8,983501221157,2802588664,1021591346067,456211085207,4380405577,1972056,241177543,46.88,3.98,232.57,1.81,1.49
shell8,1001725882186,2854153053,1040759535972,464741814769,4462718877,2009474,245726612,46.88,3.98,232.56,1.81,1.49
shell8,1019815961384,2906650977,1059696150103,473220563692,4543686221,2045809,250222253,46.88,3.98,232.56,1.81,1.49
shell8,1038134498655,2959378307,1078743899680,481748122054,4625258763,2083095,254681465,46.88,3.98,232.55,1.81,1.49
shell8,1056410292379,3011797382,1097841673753,490274530985,4707119710,2119345,259265137,46.88,3.98,232.56,1.81,1.49
shell8,1074666339640,3064321240,1117209719766,498871848500,4789897129,2157722,263832937,46.88,3.98,232.55,1.81,1.49
shell8,1093034351015,3116974539,1136340761587,507422551000,4871676264,2193661,268375748,46.88,3.98,232.55,1.81,1.49
shell8,1111197746342,3170286063,1155249846636,515907791162,4952605677,2229954,272868412,46.88,3.98,232.55,1.81,1.49
shell8,1129538358548,3222632809,1174290185472,524423488154,5034348209,2267389,277386368,46.88,3.98,232.54,1.81,1.49
shell8,1147754378176,3275023595,1193293124779,532904045021,5115816350,2303678,281871809,46.88,3.98,232.55,1.81,1.49
shell8,1165997622000,3326731956,1212439299275,541422074465,5197908304,2340989,286330234,46.88,3.98,232.55,1.81,1.49
shell8,1184141122016,3378787078,1231285149865,549846467508,5278858496,2377155,290862389,46.88,3.98,232.55,1.81,1.49
shell8,1202080112806,3431543937,1250135005442,558282256855,5359835447,2414000,295313001,46.88,3.98,232.54,1.81,1.49
shell8,1220319579006,3484287785,1269250218060,566841487683,5441792230,2451472,299864925,46.88,3.98,232.54,1.81,1.49
shell8,1238604058874,3536694262,1288359931424,575382147265,5523715547,2488129,304396531,46.88,3.98,232.53,1.81,1.49
shell8,1256679960663,3589408670,1307149246728,583841602043,5604642148,2525410,308860322,46.88,3.98,232.53,1.81,1.49
shell8,1274851110772,3641854143,1326130984644,592321783780,5686026321,2562272,313318579,46.88,3.98,232.54,1.81,1.49
shell8,1293178503886,3694061375,1345174827932,600819502821,5767655999,2599728,317783935,46.88,3.98,232.54,1.81,1.49
shell8,1311412790314,3746382134,1363996002743,609253318312,5848544038,2636042,322200449,46.88,3.98,232.55,1.81,1.49
shell8,1329768015819,3799224996,1383095205068,617806125096,5930435665,2672333,326705599,46.88,3.98,232.55,1.81,1.49
